#name:Map_AutoTilingTest
#bg:#0F1A2B
#zones:0=Water:#4AA1F2,1=Sand:#F4D27A,2=Grass:#66BB6A,3=Soil:#6D4C2E
#entities:autoTilePlaceholder
0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],1[0],1[0],1[0],1[0],1[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],2[0],2[0],3[0],2[0],2[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],2[0],2[0],3[0],2[0],2[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],3[0],3[0],3[0],2[0],2[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],3[0],3[0],3[0],2[0],2[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],3[0],3[0],3[0],2[0],2[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],1[0],1[0],1[0],1[0],1[0],1[0],1[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0],0[0]
